,Start Time,End Time,Trip Duration,Start Station,End Station,User Type
1610859,6/20/2017 12:07,6/20/2017 12:34,1608.764,21st St & Constitution Ave NW,Ohio Dr & West Basin Dr SW / MLK & FDR Memorials,Customer
1469115,6/9/2017 9:12,6/9/2017 9:17,340.391,22nd & P ST NW,21st St & Pennsylvania Ave NW,Customer
845764,4/16/2017 5:12,4/16/2017 5:44,1895.989,11th & F St NW,14th & D St NW / Ronald Reagan Building,Customer
959664,4/27/2017 5:10,4/27/2017 5:59,2954.001,19th & L St NW,S Joyce & 16th St S,Subscriber
1412981,6/5/2017 7:34,6/5/2017 7:44,617.446,Potomac Greens Dr & Slaters Ln,King St Metro South,Customer
262934,2/13/2017 17:09,2/13/2017 17:17,466.617,18th & M St NW,New Hampshire Ave & T St NW,Subscriber
417559,3/2/2017 20:14,3/2/2017 20:22,432.388,Friendship Blvd & Willard Ave,Fessenden St & Wisconsin Ave NW,Subscriber
329451,2/21/2017 8:59,2/21/2017 9:10,684.32,Calvert St & Woodley Pl NW,21st & I St NW,Subscriber
208865,2/6/2017 8:23,2/6/2017 8:30,425.072,15th & P St NW,15th & K St NW,Subscriber
1590453,6/19/2017 5:50,6/19/2017 7:04,4476.72,C & O Canal & Wisconsin Ave NW,C & O Canal & Wisconsin Ave NW,Customer
443088,3/6/2017 20:13,3/6/2017 20:25,728.62,20th & E St NW,12th & L St NW,Subscriber
1694723,6/27/2017 2:27,6/27/2017 2:42,882.878,Columbia Rd & Georgia Ave NW,8th & H St NW,Subscriber
1317466,5/29/2017 1:19,5/29/2017 1:24,300.199,15th & P St NW,New Hampshire Ave & T St NW,Subscriber
1682261,6/26/2017 4:40,6/26/2017 4:54,849.175,10th St & Constitution Ave NW,Eastern Market Metro / Pennsylvania Ave & 7th St SE,Subscriber
305125,2/19/2017 2:15,2/19/2017 2:31,987.758,14th & Upshur St NW,12th & U St NW,Customer
815926,4/14/2017 6:49,4/14/2017 6:55,325.48,14th St & Spring Rd NW,Georgia & New Hampshire Ave NW,Subscriber
602796,3/27/2017 15:54,3/27/2017 16:22,1700.612,Lincoln Memorial,Hains Point/Buckeye & Ohio Dr SW,Subscriber
1057094,5/4/2017 7:45,5/4/2017 7:54,514.062,5th & K St NW,M St & Delaware Ave NE,Subscriber
1142786,5/14/2017 2:29,5/14/2017 2:43,815.333,6th & H St NE,3rd & Tingey St SE,Subscriber
1651358,6/23/2017 12:50,6/23/2017 1:01,694.918,15th & P St NW,Virginia Ave & 25th St NW,Subscriber
55006,1/12/2017 16:58,1/12/2017 17:01,164.2,16th & Harvard St NW,Adams Mill & Columbia Rd NW,Subscriber
908715,4/21/2017 7:01,4/21/2017 7:07,336.525,5th St & Massachusetts Ave NW,13th St & New York Ave NW,Subscriber
742696,4/9/2017 6:49,4/9/2017 6:58,584.759,Calvert St & Woodley Pl NW,10th & U St NW,Subscriber
974243,4/28/2017 5:10,4/28/2017 5:33,1358.337,24th & N St NW,1st & M St NE,Subscriber
167050,1/31/2017 0:19,1/31/2017 0:25,349.164,17th & Corcoran St NW,12th & U St NW,Subscriber
125918,1/24/2017 19:31,1/24/2017 19:39,471.146,Long Bridge Park/Long Bridge Dr & 6th St S,Long Bridge Park/Long Bridge Dr & 6th St S,Subscriber
744981,4/9/2017 9:34,4/9/2017 10:04,1809.243,Fort Totten Metro,12th & U St NW,Customer
262917,2/13/2017 17:07,2/13/2017 17:17,568.986,15th & K St NW,18th & R St NW,Subscriber
586234,3/25/2017 16:52,3/25/2017 17:01,575.95,Constitution Ave & 2nd St NW/DOL,North Capitol St & F St NW,Subscriber
908553,4/21/2017 6:55,4/21/2017 6:58,166.506,Eastern Market Metro / Pennsylvania Ave & 7th St SE,12th St & Pennsylvania Ave SE,Subscriber
22810,1/5/2017 22:41,1/5/2017 22:53,717.202,18th St & Pennsylvania Ave NW,11th & O St NW,Subscriber
854667,4/17/2017 2:42,4/17/2017 3:05,1376.182,North Capitol St & F St NW,Smithsonian-National Mall / Jefferson Dr & 12th St SW,Customer
1651111,6/23/2017 12:30,6/23/2017 12:36,335.695,19th & G St NW,23rd & E St NW ,Subscriber
729925,4/8/2017 8:42,4/8/2017 8:47,268.923,14th & D St SE,Eastern Market / 7th & North Carolina Ave SE,Subscriber
530038,3/20/2017 8:05,3/20/2017 8:26,1245.302,Massachusetts Ave & Dupont Circle NW,Rosslyn Metro / Wilson Blvd & Ft Myer Dr,Subscriber
1141461,5/14/2017 1:26,5/14/2017 1:39,740.556,Jefferson Dr & 14th St SW,4th & C St SW,Customer
1585744,6/18/2017 11:04,6/18/2017 11:17,767.244,M St & Delaware Ave NE,10th & U St NW,Subscriber
651855,4/1/2017 6:26,4/1/2017 6:37,670.144,Tenleytown / Wisconsin Ave & Albemarle St NW,Wisconsin Ave & Newark St NW,Customer
1562800,6/16/2017 11:51,6/16/2017 12:00,549.09,7th & T St NW,11th & F St NW,Subscriber
1526169,6/14/2017 4:34,6/14/2017 4:40,378.202,Virginia Square Metro / N Monroe St & 9th St N,Pershing & N George Mason Dr,Subscriber
357285,2/23/2017 22:22,2/23/2017 23:11,2934.532,Columbia Rd & Georgia Ave NW,3rd & D St SE,Subscriber
935816,4/24/2017 10:49,4/24/2017 10:57,495.742,Eastern Market Metro / Pennsylvania Ave & 7th St SE,15th St & Massachusetts Ave SE,Subscriber
743720,4/9/2017 7:56,4/9/2017 8:00,232.657,Lee Hwy & N Adams St,Wilson Blvd & N Edgewood St,Subscriber
90132,1/18/2017 18:52,1/18/2017 18:57,300.986,Eastern Market Metro / Pennsylvania Ave & 7th St SE,1st & K St SE,Subscriber
567654,3/24/2017 8:53,3/24/2017 9:14,1236.053,Maryland & Independence Ave SW,Henry Bacon Dr & Lincoln Memorial Circle NW,Customer
718530,4/7/2017 7:58,4/7/2017 8:26,1702.811,6th & K St NE,Maine Ave & 7th St SW,Subscriber
42064,1/10/2017 20:51,1/10/2017 21:03,755.81,11th & M St NW,Park Rd & Holmead Pl NW,Subscriber
1343037,5/31/2017 4:58,5/31/2017 5:10,745.215,10th St & L'Enfant Plaza SW,2nd & G St NE,Subscriber
1088098,5/8/2017 5:34,5/8/2017 5:38,237.174,4th & D St NW / Judiciary Square,5th St & Massachusetts Ave NW,Subscriber
1000110,4/30/2017 1:43,4/30/2017 1:47,242.405,15th & P St NW,17th St & Massachusetts Ave NW,Subscriber
1024417,5/2/2017 2:22,5/2/2017 2:23,64.8,22nd St & Constitution Ave NW,22nd St & Constitution Ave NW,Customer
1452677,6/8/2017 7:57,6/8/2017 8:02,301.436,Calvert St & Woodley Pl NW,Columbia & Ontario Rd NW,Subscriber
1650102,6/23/2017 11:15,6/23/2017 11:29,846.363,Smithsonian-National Mall / Jefferson Dr & 12th St SW,4th & C St SW,Customer
1503947,6/12/2017 6:16,6/12/2017 6:20,261.375,Columbus Circle / Union Station,D St & Maryland Ave NE,Subscriber
747223,4/9/2017 11:35,4/9/2017 11:42,381.607,New Jersey Ave & L St NW,3rd & H St NE,Subscriber
709972,4/6/2017 6:22,4/6/2017 6:29,378.883,12th & Irving St NE,Rhode Island Ave Metro,Subscriber
1675486,6/25/2017 9:43,6/25/2017 10:00,1008.961,11th & M St NW,Jefferson Dr & 14th St SW,Customer
1148250,5/14/2017 7:22,5/14/2017 8:57,5701.034,Jefferson Dr & 14th St SW,Smithsonian-National Mall / Jefferson Dr & 12th St SW,Customer
126970,1/25/2017 5:53,1/25/2017 6:02,555.833,Columbus Circle / Union Station,Maryland & Independence Ave SW,Subscriber
726917,4/8/2017 5:11,4/8/2017 5:39,1678.012,Constitution Ave & 2nd St NW/DOL,Georgetown Harbor / 30th St NW,Customer
896377,4/20/2017 6:56,4/20/2017 7:07,694.995,3rd & Elm St NW,Metro Center / 12th & G St NW,Subscriber
1518332,6/13/2017 7:33,6/13/2017 7:57,1408.374,Pleasant St & MLK Ave SE,4th & M St SW,Subscriber
247773,2/11/2017 1:49,2/11/2017 1:53,236.409,22nd & P ST NW,21st & M St NW,Subscriber
1343383,5/31/2017 5:09,5/31/2017 5:17,492.027,16th & Harvard St NW,11th & Kenyon St NW,Subscriber
1560310,6/16/2017 8:47,6/16/2017 8:55,520.459,10th & U St NW,17th & K St NW / Farragut Square,Subscriber
1218907,5/20/2017 1:14,5/20/2017 7:16,21716.204,Smithsonian-National Mall / Jefferson Dr & 12th St SW,Smithsonian-National Mall / Jefferson Dr & 12th St SW,Customer
1148719,5/14/2017 7:59,5/14/2017 8:03,254.903,8th & Eye St SE / Barracks Row,Potomac & Pennsylvania Ave SE,Subscriber
850994,4/16/2017 10:47,4/16/2017 11:08,1259.792,1st & Rhode Island Ave NW,6th St & Indiana Ave NW,Customer
1455587,6/8/2017 9:34,6/8/2017 9:48,816.539,20th & L St NW,17th & Corcoran St NW,Subscriber
1703327,6/27/2017 8:13,6/27/2017 8:23,592.214,Columbus Circle / Union Station,Independence Ave & L'Enfant Plaza SW/DOE,Subscriber
862615,4/17/2017 9:16,4/17/2017 9:23,414.606,18th St & Wyoming Ave NW,17th St & Massachusetts Ave NW,Subscriber
1592737,6/19/2017 7:46,6/19/2017 7:56,600.141,3rd & H St NE,13th St & New York Ave NW,Subscriber
1343073,5/31/2017 4:59,5/31/2017 5:09,596.478,Eastern Market Metro / Pennsylvania Ave & 7th St SE,2nd St & Massachusetts Ave NE,Subscriber
1444660,6/8/2017 1:50,6/8/2017 3:10,4832.074,Jefferson Dr & 14th St SW,17th & G St NW,Customer
410734,3/2/2017 7:26,3/2/2017 7:31,304.49,4th & D St NW / Judiciary Square,Washington & Independence Ave SW/HHS,Subscriber
975172,4/28/2017 5:44,4/28/2017 6:08,1422.452,L'Enfant Plaza / 7th & C St SW,17th & Corcoran St NW,Subscriber
207805,2/6/2017 6:53,2/6/2017 7:03,551.808,14th & R St NW,14th & D St NW / Ronald Reagan Building,Subscriber
1198801,5/18/2017 7:02,5/18/2017 7:26,1409.26,1st & M St NE,16th & Harvard St NW,Subscriber
1337820,5/30/2017 8:28,5/30/2017 8:51,1383.024,New York Ave & 15th St NW,11th & H St NE,Subscriber
974459,4/28/2017 5:17,4/28/2017 5:33,964.404,California St & Florida Ave NW,18th & M St NW,Customer
163775,1/30/2017 13:11,1/30/2017 13:13,97.032,Virginia Square Metro / N Monroe St & 9th St N,Fairfax Dr & Kenmore St,Subscriber
1461754,6/9/2017 4:49,6/9/2017 5:23,2023.098,Henry Bacon Dr & Lincoln Memorial Circle NW,17th St & Massachusetts Ave NW,Customer
374690,2/25/2017 12:58,2/25/2017 13:10,692.86,7th & F St NW/Portrait Gallery,2nd St & Massachusetts Ave NE,Subscriber
155229,1/28/2017 17:55,1/28/2017 18:00,320.525,Convention Center / 7th & M St NW,Thomas Circle,Subscriber
1021381,5/1/2017 9:08,5/1/2017 9:12,246.375,17th & G St NW,Metro Center / 12th & G St NW,Subscriber
222984,2/7/2017 17:58,2/7/2017 18:04,369.851,Massachusetts Ave & Dupont Circle NW,22nd & I St NW / Foggy Bottom,Subscriber
116574,1/23/2017 0:13,1/23/2017 0:36,1339.009,Connecticut Ave & Tilden St NW,Park Rd & Holmead Pl NW,Subscriber
497338,3/13/2017 19:16,3/13/2017 19:29,740.475,17th & K St NW,5th St & Massachusetts Ave NW,Subscriber
1586,1/1/2017 13:52,1/1/2017 14:33,2460.755,Lincoln Memorial,Jefferson Dr & 14th St SW,Customer
595383,3/26/2017 15:34,3/26/2017 15:38,233.619,6th & K St NE,M St & Delaware Ave NE,Subscriber
1437868,6/7/2017 7:03,6/7/2017 7:08,287.568,Tysons Corner Station,Jones Branch & Westbranch Dr,Subscriber
1663660,6/24/2017 11:22,6/24/2017 11:41,1106.997,M St & Delaware Ave NE,4th St & Madison Dr NW,Subscriber
1250059,5/22/2017 8:09,5/22/2017 8:27,1055.98,New York Ave & 15th St NW,4th & C St SW,Customer
830299,4/15/2017 5:01,4/15/2017 5:29,1691.317,31st & Water St NW,8th & D St NW,Subscriber
163883,1/30/2017 13:44,1/30/2017 14:01,985.029,Maryland Ave & E St NE,Rhode Island Ave & V St NE,Subscriber
76003,1/16/2017 14:05,1/16/2017 14:30,1458.075,17th & K St NW / Farragut Square,Lincoln Memorial,Customer
417221,3/2/2017 19:20,3/2/2017 19:24,250.155,Gallaudet / 8th St & Florida Ave NE,13th & H St NE,Subscriber
642720,3/31/2017 0:07,3/31/2017 0:11,236.245,15th & P St NW,14th & V St NW,Subscriber
694504,4/5/2017 1:34,4/5/2017 2:01,1620.546,Ohio Dr & West Basin Dr SW / MLK & FDR Memorials,Jefferson Memorial,Customer
671768,4/3/2017 3:13,4/3/2017 3:22,547.369,12th St & Pennsylvania Ave SE,2nd St & Massachusetts Ave NE,Subscriber
737953,4/9/2017 3:20,4/9/2017 3:23,189.196,24th & N St NW,New Hampshire Ave & 24th St NW,Subscriber
1029015,5/2/2017 6:18,5/2/2017 6:23,291.231,New Hampshire Ave & T St NW,10th & U St NW,Subscriber
152935,1/28/2017 13:31,1/28/2017 13:37,336.77,8th & O St NW,14th & Rhode Island Ave NW,Subscriber
314272,2/19/2017 16:52,2/19/2017 17:17,1472.55,19th St & Constitution Ave NW,Ohio Dr & West Basin Dr SW / MLK & FDR Memorials,Customer
1286280,5/26/2017 5:08,5/26/2017 5:24,933.86,14th & Rhode Island Ave NW,37th & O St NW / Georgetown University,Customer
1507765,6/12/2017 8:27,6/12/2017 8:29,108.297,16th & Harvard St NW,14th & Girard St NW,Subscriber
117194,1/23/2017 8:44,1/23/2017 8:46,109.73,11th & M St NW,Convention Center / 7th & M St NW,Subscriber
152813,1/28/2017 13:18,1/28/2017 13:40,1352.788,Wilson Blvd & N Uhle St,C & O Canal & Wisconsin Ave NW,Customer
1031363,5/2/2017 7:35,5/2/2017 7:59,1425.093,Central Library / N Quincy St & 10th St N,37th & O St NW / Georgetown University,Subscriber
495270,3/13/2017 16:27,3/13/2017 16:34,389.871,Maryland & Independence Ave SW,Columbus Circle / Union Station,Subscriber
1159767,5/15/2017 6:39,5/15/2017 6:46,431.715,4th & E St SW,4th & M St SW,Subscriber
819477,4/14/2017 8:52,4/14/2017 8:54,105.124,17th St & Massachusetts Ave NW,17th & K St NW / Farragut Square,Subscriber
1577520,6/18/2017 1:40,6/18/2017 1:50,594.018,5th & K St NW,2nd & G St NE,Customer
1488551,6/11/2017 1:58,6/12/2017 8:01,65000.38,Lee Hwy & N Woodstock St,N Lynn St & Fairfax Dr,Customer
1674675,6/25/2017 8:54,6/25/2017 9:00,343.277,Columbus Circle / Union Station,4th & East Capitol St NE,Subscriber
1072345,5/6/2017 8:12,5/6/2017 8:19,437.443,15th & F St NE,4th & East Capitol St NE,Subscriber
507202,3/16/2017 19:21,3/16/2017 19:29,491.093,18th St & Wyoming Ave NW,14th & Belmont St NW,Subscriber
702835,4/5/2017 8:04,4/5/2017 8:10,362.563,5th & K St NW,Metro Center / 12th & G St NW,Subscriber
373704,2/25/2017 11:59,2/25/2017 12:21,1290.716,Ohio Dr & West Basin Dr SW / MLK & FDR Memorials,Lynn & 19th St North,Subscriber
1292260,5/26/2017 9:22,5/26/2017 9:26,224.054,Thomas Circle,17th & K St NW,Subscriber
139860,1/26/2017 14:26,1/26/2017 14:32,369.228,Lincoln Park / 13th & East Capitol St NE ,3rd & D St SE,Subscriber
281876,2/16/2017 8:34,2/16/2017 8:44,618.583,California St & Florida Ave NW,21st St & Pennsylvania Ave NW,Subscriber
1603639,6/20/2017 6:50,6/20/2017 7:00,647.711,5th & F St NW,13th & D St NE,Subscriber
1180995,5/17/2017 3:05,5/17/2017 3:15,600.897,15th & P St NW,14th & Belmont St NW,Subscriber
755455,4/10/2017 6:26,4/10/2017 6:49,1364.86,New Jersey Ave & N St NW/Dunbar HS,14th & V St NW,Subscriber
1087199,5/8/2017 5:04,5/8/2017 5:28,1428.55,19th St & Constitution Ave NW,Smithsonian-National Mall / Jefferson Dr & 12th St SW,Customer
1254320,5/23/2017 4:06,5/23/2017 5:35,5358.103,10th & E St NW,Jefferson Dr & 14th St SW,Customer
1544170,6/15/2017 7:08,6/15/2017 7:46,2288.734,South Capitol & Atlantic St SW,South Capitol & Atlantic St SW,Customer
90721,1/18/2017 20:08,1/18/2017 20:28,1226.76,North Capitol St & G Pl NE,15th & P St NW,Subscriber
1530728,6/14/2017 7:16,6/14/2017 7:29,789.65,1st & O St NW,North Capitol St & G Pl NE,Customer
1183378,5/17/2017 5:35,5/17/2017 5:44,536.198,5th & F St NW,8th & O St NW,Subscriber
390794,2/27/2017 17:47,2/27/2017 17:48,77.523,Court House Metro / 15th & N Uhle St ,15th & N Scott St,Subscriber
728417,4/8/2017 6:40,4/8/2017 7:28,2872.257,New Hampshire Ave & T St NW,Crystal City Metro / 18th & Bell St,Customer
1673058,6/25/2017 7:20,6/25/2017 7:39,1121.762,16th & Harvard St NW,3rd & H St NW,Subscriber
1217685,5/19/2017 11:51,5/19/2017 12:12,1258.87,Jefferson Dr & 14th St SW,Henry Bacon Dr & Lincoln Memorial Circle NW,Customer
504009,3/16/2017 9:10,3/16/2017 9:15,331.769,8th & H St NW,13th St & New York Ave NW,Subscriber
1161196,5/15/2017 7:32,5/15/2017 7:38,352.601,21st & M St NW,18th & R St NW,Subscriber
1544250,6/15/2017 7:10,6/15/2017 7:52,2499.152,US Dept of State / Virginia Ave & 21st St NW,Van Ness Metro / UDC,Customer
1164980,5/15/2017 10:55,5/15/2017 11:11,1006.604,Lamont & Mt Pleasant NW,17th & K St NW,Subscriber
197373,2/4/2017 7:14,2/4/2017 7:17,188.172,Lee Hwy & N Adams St,Wilson Blvd & N Uhle St,Subscriber
1546460,6/15/2017 8:16,6/15/2017 8:28,705.685,Reston Station,Sunset Hills Rd & Discovery Square,Subscriber
56907,1/12/2017 18:40,1/12/2017 18:46,333.835,Georgetown Harbor / 30th St NW,25th St & Pennsylvania Ave NW,Customer
1662998,6/24/2017 10:53,6/24/2017 11:00,421.267,10th & E St NW,Smithsonian-National Mall / Jefferson Dr & 12th St SW,Customer
1594048,6/19/2017 8:32,6/19/2017 8:53,1260.472,15th & F St NE,5th & F St NW,Subscriber
247324,2/10/2017 20:49,2/10/2017 21:11,1340.653,17th St & Independence Ave SW,Columbus Circle / Union Station,Customer
769210,4/11/2017 6:19,4/11/2017 6:49,1767.73,Lincoln Park / 13th & East Capitol St NE ,1st & N St  SE,Subscriber
216339,2/7/2017 7:03,2/7/2017 7:18,876.592,Eastern Market / 7th & North Carolina Ave SE,USDA / 12th & Independence Ave SW,Subscriber
1449735,6/8/2017 6:26,6/8/2017 6:40,867.236,15th & L St NW,14th & V St NW,Subscriber
446392,3/7/2017 9:21,3/7/2017 9:48,1659.539,4th & M St SW,7th & F St NW/Portrait Gallery,Subscriber
2814,1/1/2017 16:12,1/1/2017 16:30,1065.416,17th & K St NW,Connecticut Ave & Newark St NW / Cleveland Park,Subscriber
1312551,5/28/2017 8:52,5/28/2017 9:04,740.327,Adams Mill & Columbia Rd NW,Park Rd & Holmead Pl NW,Subscriber
1410456,6/5/2017 5:59,6/5/2017 6:11,696.79,10th & G St NW,15th & P St NW,Subscriber
1362581,6/1/2017 8:42,6/1/2017 8:54,707.406,New Jersey Ave & L St NW,5th & K St NW,Customer
707046,4/5/2017 12:09,4/5/2017 12:51,2536.022,19th & G St NW,4th St & Madison Dr NW,Customer
1743303,6/30/2017 6:28,6/30/2017 6:57,1775.389,11th & M St NW,17th & K St NW,Subscriber
1480774,6/10/2017 8:17,6/10/2017 8:27,613.99,Potomac Ave & Main Line Blvd,Potomac Ave & Main Line Blvd,Subscriber
752323,4/10/2017 4:43,4/10/2017 4:58,924.889,34th St & Wisconsin Ave NW,Thomas Circle,Subscriber
702516,4/5/2017 7:54,4/5/2017 8:07,787.399,3rd St & Pennsylvania Ave SE,1st & M St NE,Subscriber
731674,4/8/2017 10:52,4/8/2017 11:05,735.902,4th & M St SW,Eastern Market Metro / Pennsylvania Ave & 7th St SE,Customer
1355817,6/1/2017 5:12,6/1/2017 5:20,465.203,Rhode Island & Connecticut Ave NW,17th & G St NW,Subscriber
905585,4/21/2017 4:58,4/21/2017 5:17,1154.84,17th St & Independence Ave SW,15th & L St NW,Customer
1330643,5/30/2017 2:13,5/30/2017 2:18,324.22,37th & O St NW / Georgetown University,M St & Pennsylvania Ave NW,Subscriber
1627544,6/22/2017 4:21,6/22/2017 4:24,165.817,Thomas Circle,16th & K St NW,Subscriber
1523040,6/13/2017 11:08,6/13/2017 11:58,2970.967,5th & K St NW,Metro Center / 12th & G St NW,Customer
732636,4/8/2017 11:47,4/8/2017 12:07,1190.303,14th & Harvard St NW,1st & M St NE,Subscriber
1442903,6/7/2017 10:44,6/7/2017 11:08,1456.817,5th St & Massachusetts Ave NW,1st & D St SE,Customer
729286,4/8/2017 7:41,4/8/2017 7:56,889.331,25th St & Pennsylvania Ave NW,15th & W St NW,Subscriber
1445615,6/8/2017 3:31,6/8/2017 4:02,1861.893,Bethesda Ave & Arlington Rd,Pooks Hill Rd & Linden Ave,Customer
344360,2/22/2017 19:17,2/22/2017 19:34,989.756,17th & K St NW,7th & T St NW,Subscriber
398724,2/28/2017 15:46,2/28/2017 15:50,210.305,North Capitol St & F St NW,2nd St & Massachusetts Ave NE,Subscriber
1427053,6/6/2017 8:17,6/6/2017 8:45,1668.409,New Jersey Ave & R St NW,17th & G St NW,Subscriber
622831,3/29/2017 10:14,3/29/2017 10:21,419.572,Van Ness Metro / UDC,Connecticut & Nebraska Ave NW,Subscriber
47083,1/11/2017 16:58,1/11/2017 17:08,548.114,17th & Corcoran St NW,25th St & Pennsylvania Ave NW,Subscriber
1699805,6/27/2017 6:29,6/27/2017 6:53,1471.421,16th & Harvard St NW,7th & T St NW,Subscriber
193875,2/3/2017 13:32,2/3/2017 13:34,134.771,4th & M St SW,6th & Water St SW / SW Waterfront,Subscriber
398029,2/28/2017 14:13,2/28/2017 17:04,10245.795,Lincoln Memorial,Maryland & Independence Ave SW,Customer
590333,3/25/2017 21:28,3/25/2017 21:56,1719.969,3rd St & Pennsylvania Ave SE,Lincoln Memorial,Customer
1176402,5/16/2017 8:40,5/16/2017 8:48,524.976,7th & T St NW,7th & T St NW,Subscriber
1264897,5/24/2017 4:06,5/24/2017 4:18,753.99,L'Enfant Plaza / 7th & C St SW,8th & H St NW,Customer
1557245,6/16/2017 6:52,6/16/2017 7:11,1123.37,New Hampshire Ave & T St NW,Lamont & Mt Pleasant NW,Subscriber
88977,1/18/2017 17:27,1/18/2017 17:44,992.946,1st & H St NW,14th & V St NW,Subscriber
661270,4/2/2017 4:09,4/2/2017 4:44,2114.592,Jefferson Dr & 14th St SW,Oklahoma Ave & D St NE,Customer
912209,4/21/2017 9:14,4/21/2017 9:37,1370.401,3rd & G St SE,22nd St & Constitution Ave NW,Subscriber
484822,3/11/2017 15:30,3/11/2017 15:38,467.377,17th & K St NW / Farragut Square,20th & E St NW,Subscriber
740079,4/9/2017 4:41,4/9/2017 4:51,605.123,19th St & Pennsylvania Ave NW,Massachusetts Ave & Dupont Circle NW,Customer
423737,3/3/2017 18:15,3/3/2017 18:23,497.731,M St & Delaware Ave NE,Bladensburg Rd & Benning Rd NE,Subscriber
1105348,5/9/2017 8:51,5/9/2017 8:58,435.874,Thomas Circle,8th & D St NW,Subscriber
802115,4/13/2017 8:01,4/13/2017 8:11,564.352,5th St & Massachusetts Ave NW,8th & O St NW,Subscriber
1153760,5/15/2017 1:04,5/15/2017 1:24,1234.295,Potomac Ave & 35th St S,S Glebe & Potomac Ave,Subscriber
1105341,5/9/2017 8:51,5/9/2017 8:54,190.445,D St & Maryland Ave NE,Columbus Circle / Union Station,Subscriber
1379452,6/2/2017 12:01,6/2/2017 12:06,275.663,Ballston Metro / N Stuart & 9th St N,George Mason Dr & Wilson Blvd,Subscriber
620154,3/29/2017 7:06,3/29/2017 7:16,576.12,Wilson Blvd & N Edgewood St,Utah St & 11th St N ,Subscriber
1027672,5/2/2017 5:36,5/2/2017 5:48,690.203,North Capitol St & F St NW,12th St & Pennsylvania Ave SE,Subscriber
341937,2/22/2017 17:05,2/22/2017 17:08,164.154,10th & Monroe St NE,12th & Irving St NE,Subscriber
145604,1/27/2017 8:48,1/27/2017 8:56,515.138,Columbus Circle / Union Station,Maryland & Independence Ave SW,Subscriber
1665282,6/24/2017 12:36,6/24/2017 2:03,5187.498,3rd & Tingey St SE,Eastern Market Metro / Pennsylvania Ave & 7th St SE,Customer
1419206,6/6/2017 3:47,6/6/2017 3:58,661.492,Independence Ave & L'Enfant Plaza SW/DOE,Columbus Circle / Union Station,Subscriber
781634,4/12/2017 5:03,4/12/2017 5:19,955.552,37th & O St NW / Georgetown University,Massachusetts Ave & Dupont Circle NW,Subscriber
